true_label,object_index,pred_label,offset_theta,offset_phi,n_views
toilet,0367,toilet,30,-30,7
toilet,0368,toilet,30,-30,6
toilet,0369,toilet,30,-30,8
toilet,0370,toilet,30,-30,8
toilet,0371,toilet,0,0,7
toilet,0372,toilet,0,0,8
toilet,0373,toilet,30,-30,8
toilet,0374,toilet,30,-30,6
toilet,0375,toilet,60,-30,7
toilet,0376,toilet,30,-30,8
toilet,0377,toilet,30,-30,7
toilet,0378,toilet,30,-30,6
toilet,0379,toilet,0,0,6
toilet,0380,toilet,30,-30,7
toilet,0381,toilet,30,-30,6
toilet,0382,toilet,30,-30,8
toilet,0383,toilet,0,0,5
toilet,0384,toilet,0,0,7
toilet,0385,toilet,30,-30,6
toilet,0386,toilet,30,-30,8
toilet,0387,toilet,30,-30,6
toilet,0388,toilet,30,-30,6
toilet,0389,toilet,30,-30,7
toilet,0390,toilet,0,0,6
toilet,0391,toilet,-180,180,7
toilet,0392,toilet,30,300,6
toilet,0393,toilet,0,0,8
toilet,0394,toilet,30,-30,6
toilet,0395,toilet,30,-60,6
toilet,0396,toilet,30,-30,8
toilet,0397,toilet,-60,60,10
toilet,0398,toilet,30,-30,8
toilet,0399,toilet,30,-30,8
toilet,0400,toilet,30,-30,6
toilet,0401,toilet,30,-30,8
toilet,0402,toilet,30,-30,8
toilet,0403,toilet,-60,60,7
toilet,0404,toilet,30,-30,6
toilet,0405,toilet,-90,90,8
toilet,0406,toilet,30,-30,8
toilet,0407,toilet,30,-30,8
toilet,0408,toilet,-60,60,8
toilet,0409,toilet,30,-30,7
toilet,0410,toilet,30,-30,8
toilet,0411,toilet,30,-30,8
toilet,0412,toilet,-240,240,10
toilet,0413,toilet,30,-30,8
toilet,0414,toilet,30,-30,6
toilet,0415,toilet,30,-30,10
toilet,0416,toilet,30,-30,9
toilet,0417,toilet,30,-30,6
toilet,0418,toilet,-240,240,10
toilet,0419,toilet,30,-30,7
toilet,0420,toilet,-240,240,10
toilet,0421,toilet,30,-30,7
toilet,0422,toilet,30,-30,7
toilet,0423,toilet,30,-30,8
toilet,0424,toilet,-240,240,10
toilet,0425,toilet,30,-30,7
toilet,0426,toilet,30,-30,6
toilet,0427,toilet,30,-30,7
toilet,0428,toilet,30,-30,7
toilet,0429,toilet,30,-30,8
toilet,0430,toilet,30,-30,6
toilet,0431,toilet,30,-30,6
toilet,0432,toilet,-60,60,10
toilet,0433,toilet,30,-30,5
toilet,0434,toilet,0,0,8
toilet,0435,toilet,30,-30,6
toilet,0436,toilet,30,-30,6
toilet,0437,toilet,-240,240,7
toilet,0438,toilet,30,-30,8
toilet,0439,toilet,30,-30,8
toilet,0440,toilet,30,-30,7
toilet,0441,toilet,30,-30,7
toilet,0442,toilet,30,-30,8
toilet,0443,toilet,30,-30,7
toilet,0444,toilet,30,-30,7
